,Rating,Sentlength,rouge1,rouge2,rouge3,WordLength,MaxCopy
1,10,-0.0110293147765099,-0.681109315556931,-0.485701946856292,-0.629812852122449,1.18453882014032,-0.686198640352125
2,13,1.24761013618992,0.185507615214496,0.118159431943165,-0.463614453641079,1.37230188365588,0.19377581911583
3,11,-0.0110293147765099,-0.403589678223619,-0.727029086538523,-0.7694195068468,1.18453882014032,-0.862193532245716
4,9,-0.325689177518116,0.702052992790616,1.504113964256,1.58640153670501,1.21136211492826,1.60173495426456
5,8,-0.0110293147765099,-0.12890187392432,-0.520487840864541,-0.566355281793198,0.379839976502181,-0.862193532245716
6,13,2.19158972441474,0.676688104684576,0.386391286522402,0.0682204214993061,1.37230188365588,0.369770711009421
7,11,1.87692986167313,-0.0443179506807895,0.792996716876642,1.05099920300872,1.26500870450413,0.897755386690194
8,12,2.50624958715634,-0.518368029728106,-0.732410795052563,-0.677668561188716,1.21136211492826,-0.334208856564943
9,5,-0.325689177518116,0.616966407453722,-0.0037070312614531,-0.319575841623891,-0.961324762894715,-0.686198640352125
10,12,1.24761013618992,0.576888567566782,0.674846971407216,0.230932140292256,1.26500870450413,2.12971962994533
11,8,0.618290410706703,0.997585790112869,0.55669722593779,0.330392543047383,-0.666268520227398,-0.510203748458534
12,10,-0.325689177518116,0.16677481050943,-0.28970886024996,-0.639756346048685,0.567603040017746,0.721760494796603
13,9,-0.325689177518116,0.350855502758879,-0.186858505549795,-0.27021995359003,0.0847837338348637,0.721760494796603
14,11,1.56226999893152,0.671060832301122,0.65571796499788,0.684230600618745,1.15771552535238,1.60173495426456
15,9,0.303630547965097,0.0721582714906304,-0.162047059001216,-0.246902211211827,0.835835987897125,-0.158213964671352
16,11,0.303630547965097,-0.886973088859208,-0.729430351609988,-0.715536236602314,0.996775756624753,-1.03818842413931
17,11,1.56226999893152,-0.133304650831217,0.00996507043221262,-0.283381523732393,1.05042234620063,1.24974517047738
18,11,-0.955008903001329,1.14914131127854,0.99613136698197,1.09776802271133,0.460309860865995,1.95372473805174
19,11,0.618290410706703,0.34023846537723,-0.455149312184983,-0.482977373852501,0.192076912986615,-0.686198640352125
20,12,1.87692986167313,0.315166217028124,0.563546486544714,0.326373846293727,1.1040689357765,0.19377581911583
21,12,0.303630547965097,-0.157624751840742,-0.131700377801877,-0.278389204023221,1.31865529408001,0.545765602903012
22,14,1.56226999893152,-0.432572024585521,-0.112817998388955,-0.315779234852056,1.26500870450413,0.545765602903012
23,11,0.618290410706703,0.368457433154768,0.313237144364428,0.0824297502244309,0.943129167048877,0.721760494796603
24,10,1.56226999893152,-0.309515224890293,-0.134024362960391,-0.132363852529934,0.540779745229808,0.545765602903012
25,6,-1.26966876574294,-0.539763910207045,-0.307137543135373,-0.35577015951539,-0.156625919256578,-0.862193532245716
26,12,0.932950273448309,0.0721582714906304,0.698632893762447,0.701103922916364,0.111607028622802,0.19377581911583
27,8,0.618290410706703,-0.723958667930184,-0.681062012313336,-0.795325896383278,0.0311371442589879,-0.686198640352125
28,12,-0.325689177518116,1.83498863735101,1.22862366955983,0.883791943943969,0.0311371442589879,-0.158213964671352
29,5,-0.640349040259723,-0.0463613931750251,-0.284595997121099,-0.372115980498647,-0.0761560348927638,0.369770711009421
30,10,1.56226999893152,0.373748489613055,0.245888886504706,0.203596571535041,0.379839976502181,0.721760494796603
31,7,-0.640349040259723,0.513702120245032,0.66381966183007,-0.596573172426175,-1.25638100556203,-0.158213964671352
32,8,0.618290410706703,1.02719396221165,0.756806704750872,0.144369505894407,0.379839976502181,-0.686198640352125
33,11,-0.0110293147765099,0.403316158056432,0.586332145593488,0.766253695121061,0.111607028622802,0.369770711009421
34,10,2.19158972441474,-0.236317568050116,-0.00498938010996235,-0.048118457437653,1.29183199929207,-0.158213964671352
35,10,1.24761013618992,-0.147751262556972,0.652209356133546,0.378457431997864,0.809012693109187,0.369770711009421
36,11,0.303630547965097,1.37659726369494,0.119105576051028,-0.373867318461139,-0.424858867135957,-0.686198640352125
37,13,0.303630547965097,-0.159198608164929,0.151457179408174,-0.274332944259518,1.29183199929207,-0.158213964671352
38,10,2.19158972441474,0.380634111031377,0.89457833711932,1.12819687403605,1.29183199929207,1.42574006237097
39,6,0.932950273448309,-0.144368038956239,-0.77545071327088,-0.670873632923729,0.165253618198677,-1.03818842413931
40,10,-1.89898849122615,1.78554038024412,1.08658093289158,1.30916846349354,-2.00743325962429,0.19377581911583
41,12,0.618290410706703,-0.983407491937861,-0.777375890737963,-0.678970124912713,1.23818540971619,-0.686198640352125
42,10,-0.0110293147765099,-0.52492943307498,-0.10590338224189,-0.261108097337624,0.916305872260939,0.19377581911583
43,8,2.50624958715634,-0.263385812248227,-0.0923387091742549,-0.381519137344241,1.42594847323176,-0.334208856564943
44,8,-0.0110293147765099,-0.485738348219323,-0.821000412142058,-0.74294974356573,0.353016681714243,-0.334208856564943
45,11,-0.0110293147765099,-0.326795717836673,-0.0959394633218945,-0.497651885650063,0.782189398321249,-0.686198640352125
46,7,1.24761013618992,-0.726648252184984,-0.835380047212178,-0.773244346702262,1.34547858886795,0.721760494796603
47,9,0.618290410706703,-0.388452243459984,0.0696456758069469,-0.440223567928886,0.326193386926305,-0.686198640352125
48,8,0.303630547965097,-1.05377854283309,-0.988721385687609,-0.862490609996367,-0.478505456711832,-0.862193532245716
49,14,-0.0110293147765099,-0.0597874489379309,-0.151581038241129,-0.345428925832104,0.809012693109187,-0.686198640352125
50,11,0.932950273448309,-0.341029550279543,-1.01863271365455,-0.862490609996367,0.299370092138367,-0.862193532245716
51,7,0.303630547965097,-0.258999615075171,-0.592825710180582,-0.667041293382276,0.111607028622802,-0.510203748458534
52,8,-0.0110293147765099,-0.230512915155532,-0.813154895446855,-0.790897453727469,-0.12980262446864,0.017780927222239
53,11,1.56226999893152,0.191095258919193,1.16336684097229,1.37121586559325,1.18453882014032,2.12971962994533
54,9,0.932950273448309,0.830768181850585,1.54690461653869,1.9497297729402,1.15771552535238,2.48170941373251
55,9,0.618290410706703,-0.918666125114246,-0.530788603329182,-0.226883076292005,0.728542808745374,0.19377581911583
56,11,0.303630547965097,1.72434816207436,2.06105076165839,2.2502207286725,-0.156625919256578,0.369770711009421
57,12,1.24761013618992,0.642734359830355,1.78802654606813,2.08263607870912,1.34547858886795,2.30571452183892
58,9,-0.955008903001329,0.724875265301485,1.65482868017917,1.82014706902057,1.07724564098857,1.42574006237097
59,6,0.618290410706703,0.2886845819375,0.435870949017601,0.670445206584742,0.165253618198677,0.369770711009421
60,10,0.303630547965097,-0.681817273815434,-0.213937149916842,-0.329447019230663,0.379839976502181,-0.334208856564943
61,12,0.932950273448309,0.520540188699192,0.534192512515042,0.428766136403035,0.406663271290119,0.721760494796603
62,10,0.932950273448309,-0.658969530018281,-0.416300677928068,-0.605320456556773,1.50641835759557,-0.158213964671352
63,9,0.932950273448309,0.526165051459873,0.814129191676051,1.32696894770247,0.701719513957436,1.60173495426456
64,11,1.87692986167313,-0.767049291980468,-0.144324597180802,-0.411768915498463,1.69418142111114,-0.158213964671352
65,7,-0.640349040259723,0.13204852757168,-0.637504502462856,-0.57923073084551,-0.102979329680702,-0.334208856564943
66,12,1.56226999893152,-0.381239103404829,-0.0734347498991467,-0.197697016070886,1.37230188365588,-0.158213964671352
67,15,0.932950273448309,3.53365320741829,6.30182906685925,7.48203500800251,1.34547858886795,2.12971962994533
68,11,-0.0110293147765099,0.032512609014443,-0.244374807174061,-0.583277300547665,1.18453882014032,1.07375027858379
69,12,0.303630547965097,1.18328012773115,2.11429166289896,2.2646984558291,1.4527717680197,2.6577043056261
70,11,1.56226999893152,-0.238444987633155,-0.309734240837998,-0.543575641162185,1.26500870450413,-0.862193532245716
71,10,2.50624958715634,1.07405119949055,0.932352826917503,0.5977629049365,0.540779745229808,-0.158213964671352
72,11,1.87692986167313,-0.695525920093727,-0.841859048677396,-0.812375400608139,0.916305872260939,-0.510203748458534
73,11,0.932950273448309,-0.413857619584358,0.111495286487781,-0.244281092725519,1.1040689357765,-0.334208856564943
74,13,1.56226999893152,0.664756594818907,1.77627384804603,1.78693345966132,1.4527717680197,1.60173495426456
75,9,1.56226999893152,1.01043895009373,0.796306233556458,0.517801174001454,0.594426334805684,1.24974517047738
76,14,0.618290410706703,-0.251852322559362,-0.299460349927613,-0.434499405731934,1.1040689357765,-0.686198640352125
77,12,-0.0110293147765099,-0.0529458189897835,-0.136918195226002,-0.127718743026099,0.996775756624753,0.545765602903012
78,4,-1.58432862848454,-0.646524801481959,-1.1213716227584,-0.862490609996367,-1.36367418471378,-0.862193532245716
79,11,-0.0110293147765099,-0.373356295328109,-0.422747040852231,-0.529608562235141,1.1040689357765,0.017780927222239
80,12,0.932950273448309,0.110196677379946,0.322005214529135,0.520826471062271,1.34547858886795,2.8336991975197
81,9,0.303630547965097,-1.62097979516159,-0.803814994619233,-0.713292658382557,0.943129167048877,-1.03818842413931
82,11,0.303630547965097,0.120690030728722,-0.652882197244852,-0.691043841036638,0.487133155653932,-0.686198640352125
83,7,-0.325689177518116,0.808752449085589,0.809344480400713,0.502552236197287,0.245723502562491,0.369770711009421
84,8,1.56226999893152,0.16598633935094,0.0337935905268866,-0.199950553677413,0.594426334805684,-0.510203748458534
85,7,-0.640349040259723,0.190677936156286,-0.52592313680333,-0.58227653599767,-0.0761560348927638,-0.510203748458534
86,5,-1.26966876574294,1.01972885780268,0.777243417480718,1.17755276206991,0.0847837338348637,0.545765602903012
87,4,-0.640349040259723,0.161518336119497,-1.03387784210222,-0.755687704742765,-0.934501468106777,0.721760494796603
88,9,1.24761013618992,0.553327850261453,-0.220103399447399,-0.409274803354996,0.51395645044187,0.721760494796603
89,11,-0.325689177518116,0.893153865268347,1.13542369848277,0.662291292666757,-0.0493327401048258,0.721760494796603
90,7,-0.325689177518116,0.197262361971044,0.675289479817214,0.692219863070269,-0.210272508832453,0.897755386690194
91,11,0.618290410706703,-0.213405413301618,-0.0837836327139869,0.143498519634986,1.07724564098857,0.721760494796603
92,11,2.82090944989795,-1.07564139359666,-0.274001147086269,-0.223767353087572,2.90122968656834,0.369770711009421
93,12,1.87692986167313,0.386861107792292,0.635463722917407,-0.00202192050036731,1.69418142111114,0.017780927222239
94,9,0.303630547965097,-0.118678476699831,0.15680577973358,0.373108518023751,0.540779745229808,0.19377581911583
95,10,1.24761013618992,0.505210892384371,1.05860467180791,0.96984673326074,0.862659282685063,0.369770711009421
96,12,-0.0110293147765099,-0.846973821834858,-0.636669152958875,-0.682767100466168,1.31865529408001,0.721760494796603
97,6,0.618290410706703,-0.668589632669714,-0.437294143026228,-0.629812852122449,0.433486566078057,-1.03818842413931
98,6,-0.325689177518116,1.71414945904606,2.26293486473569,2.30192689708892,-0.693091815015336,1.95372473805174
99,7,-0.325689177518116,0.806464889527842,1.37552256816546,1.59872300662552,-0.156625919256578,0.369770711009421
100,10,0.303630547965097,0.116486492526997,0.35415480513306,0.33626519857006,0.782189398321249,0.721760494796603
101,8,0.932950273448309,-0.963703597687195,-0.759465530044199,-0.544686843144186,0.728542808745374,0.19377581911583
102,15,-0.325689177518116,3.81158345774825,6.47345114611256,7.63110932187526,1.05042234620063,0.721760494796603
103,8,-0.0110293147765099,-0.429496744792217,-0.583841650327066,-0.467643505725476,0.0847837338348637,-0.686198640352125
104,6,-0.325689177518116,-0.424578558358071,-0.761276832434021,-0.732191065586973,0.111607028622802,-1.03818842413931
105,12,0.932950273448309,0.444710893877157,0.231129038422039,-0.181821348156248,1.02359905141269,0.017780927222239
106,9,0.932950273448309,-0.406963777157763,-0.275977170703877,-0.206305853977835,1.15771552535238,-0.510203748458534
107,12,0.303630547965097,0.830000358054675,-0.0046096554509376,-0.223767353087572,0.165253618198677,-0.334208856564943
108,9,0.303630547965097,0.293799376672465,-0.14094889016739,-0.34129243235879,0.782189398321249,-0.334208856564943
109,9,0.303630547965097,0.121978484513804,-0.174705960301512,-0.627716656105567,0.406663271290119,-0.686198640352125
110,10,-0.0110293147765099,-0.373356295328109,-0.463842604493771,-0.529608562235141,1.1040689357765,0.369770711009421
111,13,1.56226999893152,-0.271639229066232,-0.662365788854438,-0.710979511845909,0.889482577473001,-0.862193532245716
112,13,0.932950273448309,0.775868780442958,0.294969180855913,0.119926589915732,0.809012693109187,-0.334208856564943
113,11,-0.0110293147765099,-1.08952256868464,0.00596187905630743,-0.179468804624543,0.755366103533312,-0.686198640352125
114,10,-0.0110293147765099,0.433697615539532,1.39687319372037,1.87745308085538,0.299370092138367,1.77772984615815
115,10,0.303630547965097,-1.47804458881015,-1.16006744545737,-0.862490609996367,1.07724564098857,-0.862193532245716
116,9,-0.0110293147765099,-0.444853531004957,-0.906573161250561,-0.794626263949808,0.00431384947104998,-1.03818842413931
117,10,-0.325689177518116,0.466236156503933,0.972011482739408,1.19836953117262,0.0579604390469258,0.721760494796603
118,12,-0.640349040259723,2.01573967716849,1.9251464867162,2.15664517509935,-0.371212277560081,0.369770711009421
119,14,1.24761013618992,-0.0634967663796982,-0.0476566236149085,0.011469748847131,1.82829789505083,0.721760494796603
120,9,0.618290410706703,-0.818614524651556,-0.660420746498841,-0.653677237545415,1.61371153674732,1.24974517047738
121,10,-0.0110293147765099,0.30511071583347,1.0686794563053,1.41547345310493,1.26500870450413,0.545765602903012
122,12,-0.325689177518116,-0.308797793506119,-0.631960819390977,-0.66356000784462,0.943129167048877,0.017780927222239
123,8,1.87692986167313,-1.08815829288878,-0.749614831662629,-0.660475812462423,0.889482577473001,0.19377581911583
124,11,2.19158972441474,-0.238444987633155,0.596080474427599,0.139813577768204,1.26500870450413,0.017780927222239
125,9,-0.325689177518116,1.14179824509817,1.14386565796766,1.39780760935027,0.0579604390469258,1.42574006237097
126,8,0.303630547965097,0.389963017469101,0.629700320699387,0.632750063554059,0.701719513957436,0.545765602903012
127,12,0.618290410706703,0.193662244259377,1.67312670486628,1.61034745908703,1.1040689357765,0.19377581911583
128,9,1.24761013618992,-1.08572001274299,-0.721570496474282,-0.534398231987101,1.15771552535238,-0.510203748458534
129,9,0.618290410706703,-0.647425406836562,-0.417143100355658,-0.713292658382557,0.943129167048877,-0.158213964671352
130,12,0.932950273448309,-0.219751272963668,0.201660179850561,0.117205212630657,0.996775756624753,-0.334208856564943
131,10,1.87692986167313,-0.498969098093867,-0.373552351529513,-0.52716090011925,1.07724564098857,-0.686198640352125
132,10,0.303630547965097,-0.12890187392432,-0.756833277650357,-0.673650690562463,1.13089223056444,-0.686198640352125
133,13,1.56226999893152,0.0291835839210226,-0.356994139025768,-0.30694991677802,0.889482577473001,-0.158213964671352
134,9,0.932950273448309,0.21408308001883,-0.337769773661252,-0.24997138414024,0.567603040017746,0.545765602903012
135,12,1.24761013618992,-0.636764907898381,-0.856397242263699,-0.813505818865016,0.996775756624753,2.8336991975197
136,10,-0.955008903001329,1.11838274497728,1.34436219573396,1.48524892891164,0.406663271290119,0.721760494796603
137,8,-0.640349040259723,0.458509139150732,0.0809787788331722,-0.276142660154093,0.111607028622802,-0.862193532245716
138,8,0.303630547965097,-0.12890187392432,0.603531359277022,0.795867227941378,0.379839976502181,0.545765602903012
139,11,-0.640349040259723,-0.0608263916184706,0.309145378287565,0.179905745278787,0.782189398321249,0.545765602903012
140,7,-0.0110293147765099,0.919637594099884,1.83750895943243,2.21601510956625,-0.12980262446864,0.721760494796603
141,10,0.618290410706703,0.295854327316536,0.739435498930502,0.842771883952081,1.42594847323176,0.721760494796603
142,10,0.303630547965097,0.579337016681497,0.519462154638335,0.213377187879365,0.353016681714243,0.721760494796603
143,11,-0.325689177518116,0.982842459546583,0.861261014258976,0.790563311615351,1.02359905141269,0.19377581911583
144,5,-0.325689177518116,-0.582456155441767,-1.35779198300208,-0.862490609996367,-0.317565687984205,0.545765602903012
145,12,-0.0110293147765099,0.870066250145238,0.489183085669547,0.127785927515029,0.782189398321249,-0.158213964671352
146,11,0.303630547965097,1.13073134478644,1.34436219573396,1.1769805198898,0.51395645044187,0.369770711009421
147,10,0.618290410706703,-0.495540962622172,-0.28970886024996,-0.19428781815332,0.567603040017746,-0.334208856564943
148,11,0.932950273448309,-0.15607216384526,0.514902758152687,0.654695866003429,1.34547858886795,0.721760494796603
149,9,-0.325689177518116,0.0721582714906304,-0.0534657788338917,0.0616196340418899,1.21136211492826,0.897755386690194
150,7,-0.325689177518116,0.743588481867163,1.76445017962525,2.12100363115331,0.299370092138367,2.6577043056261
151,12,0.618290410706703,0.686305624758116,2.5200962482102,2.81467444695586,1.80147460026289,2.6577043056261
152,11,0.618290410706703,-0.289749990256281,-0.226434420291209,-0.248760871836177,1.13089223056444,0.545765602903012
153,10,0.932950273448309,0.133350489660398,-0.369458287998367,-0.57293606686438,-0.156625919256578,0.545765602903012
154,10,1.24761013618992,-0.00657856867186757,-0.133341663094912,-0.354229975775326,1.21136211492826,-0.862193532245716
155,9,0.618290410706703,2.11931611571558,2.90683229908473,2.96589806594975,0.0311371442589879,1.77772984615815
156,11,0.618290410706703,-1.17025476500451,-0.861099719695318,-0.634694203686237,1.26500870450413,-0.510203748458534
157,10,0.932950273448309,0.213785543732608,1.1648942279323,1.33683291028959,1.64053483153526,4.7696430083492
158,13,0.618290410706703,1.23531613752753,1.62792158486058,1.1631745762001,0.621249629593622,0.721760494796603
159,12,1.87692986167313,0.343936123223942,0.792996716876642,1.09655848427075,1.26500870450413,2.48170941373251
160,13,1.24761013618992,-0.406180897993304,0.150427925727134,0.173002458157759,1.47959506280764,0.721760494796603
